customer_id,region,acquisition_channel,membership_tier,preferred_category,tenure_months,orders,spend,avg_basket,discount_share,return_rate,support_tickets,days_since_order,email_engagement,satisfaction_score,lifetime_value,churned,latent_segment,recommended_action
C-00171,Tasmania,organic,silver,recovery,14,12,979.24,81.6,0.144,0.082,1,34,0.764,8.6,1233.84,0,Frequent-regulars,Free shipping threshold reminder
C-00172,Western Australia,retail-store,bronze,accessories,17,8,594.84,74.35,0.479,0.129,5,137,0.37,4.5,767.34,1,Lapsing-customers,Win-back offer with service recovery
C-00173,New South Wales,retail-store,none,hydration,7,6,449.99,75,0.182,0.113,0,19,0.637,8.4,535.49,0,Emerging-shoppers,Second-purchase education sequence
C-00174,Western Australia,referral,silver,hydration,31,9,702.07,78.01,0.343,0.187,1,99,0.128,5.2,1003.96,1,Lapsing-customers,Win-back offer with service recovery
C-00175,South Australia,retail-store,none,apparel,24,12,940.15,78.35,0.149,0.08,1,22,0.583,6.2,1278.6,0,Frequent-regulars,Free shipping threshold reminder
C-00176,Western Australia,organic,none,recovery,20,7,523.88,74.84,0.169,0.125,3,27,0.414,6.9,691.52,0,Frequent-regulars,Free shipping threshold reminder
C-00177,South Australia,paid-social,silver,recovery,23,4,252.79,63.2,0.252,0.161,3,110,0.336,7.6,341.27,0,Lapsing-customers,Win-back offer with service recovery
C-00178,Western Australia,paid-social,none,hydration,2,5,386.7,77.34,0.229,0.086,1,25,0.586,9,440.84,0,Emerging-shoppers,Second-purchase education sequence
C-00179,Tasmania,referral,gold,recovery,27,13,2182.23,167.86,0.067,0.032,1,7,0.659,8.6,3033.3,0,VIP-loyalists,Early access and premium bundle
C-00180,Queensland,search,none,recovery,2,4,305.23,76.31,0.243,0.046,0,23,0.716,7,347.96,1,Emerging-shoppers,Second-purchase education sequence
C-00181,Tasmania,organic,none,footwear,11,3,215.23,71.74,0.2,0.083,0,22,0.514,7.7,264.73,0,Emerging-shoppers,Second-purchase education sequence
C-00182,Queensland,referral,gold,footwear,34,12,1497.53,124.79,0.045,0.028,0,14,0.601,8.5,2186.39,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00183,Western Australia,paid-social,none,apparel,2,1,82.27,82.27,0.225,0.111,3,25,0.738,7.4,93.79,0,Emerging-shoppers,Second-purchase education sequence
C-00184,Queensland,referral,bronze,apparel,25,8,691.52,86.44,0.339,0.158,2,101,0.271,5.2,947.38,1,Lapsing-customers,Win-back offer with service recovery
C-00185,South Australia,referral,none,recovery,17,8,589.97,73.75,0.285,0.076,1,15,0.458,7.7,761.06,0,Emerging-shoppers,Second-purchase education sequence
C-00186,New South Wales,retail-store,gold,recovery,29,30,4971.02,165.7,0.034,0.096,3,6,0.861,7.8,7009.14,0,VIP-loyalists,Early access and premium bundle
C-00187,Tasmania,paid-social,gold,packs,31,27,4288.84,158.85,0.185,0.037,0,9,0.766,8.2,6133.04,0,VIP-loyalists,Early access and premium bundle
C-00188,New South Wales,organic,none,accessories,10,5,359.43,71.89,0.256,0.112,1,25,0.663,7.2,438.5,1,Emerging-shoppers,Second-purchase education sequence
C-00189,Victoria,organic,bronze,recovery,19,6,407.94,67.99,0.439,0.088,3,123,0.149,5.2,534.4,1,Lapsing-customers,Win-back offer with service recovery
C-00190,Victoria,organic,gold,accessories,26,23,3610.08,156.96,0,0.063,3,5,0.953,9.6,4981.91,0,VIP-loyalists,Early access and premium bundle
C-00191,Victoria,retail-store,silver,packs,31,16,1313.99,82.12,0.269,0.004,0,38,0.413,5.9,1879.01,0,Frequent-regulars,Free shipping threshold reminder
C-00192,Tasmania,organic,none,packs,26,14,1249.77,89.27,0.156,0.129,1,40,0.595,7.6,1724.68,0,Frequent-regulars,Free shipping threshold reminder
C-00193,South Australia,paid-social,none,hydration,18,4,288.6,72.15,0.244,0.063,3,16,0.575,6.9,375.18,0,Emerging-shoppers,Second-purchase education sequence
C-00194,Tasmania,paid-social,bronze,hydration,23,11,962.72,87.52,0.285,0.077,1,26,0.333,7.5,1299.67,0,Frequent-regulars,Free shipping threshold reminder
C-00195,New South Wales,referral,none,packs,18,10,879.49,87.95,0.287,0.154,3,129,0.266,6,1143.34,1,Lapsing-customers,Win-back offer with service recovery
C-00196,Queensland,paid-social,none,packs,15,1,50.85,50.85,0.239,0.011,0,21,0.49,8,64.58,0,Emerging-shoppers,Second-purchase education sequence
C-00197,New South Wales,retail-store,none,apparel,31,3,289.43,96.48,0.271,0.168,2,125,0.274,5.5,413.88,0,Lapsing-customers,Win-back offer with service recovery
C-00198,Queensland,search,none,hydration,29,7,492.63,70.38,0.331,0.15,4,85,0.196,5.3,694.61,1,Lapsing-customers,Win-back offer with service recovery
C-00199,Queensland,retail-store,gold,accessories,32,23,3168.29,137.75,0.066,0.023,0,12,0.752,8.7,4562.34,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00200,Victoria,retail-store,silver,footwear,29,19,3108.36,163.6,0.109,0.058,0,9,0.931,8.5,4382.79,0,VIP-loyalists,Early access and premium bundle
C-00201,South Australia,organic,none,accessories,2,4,270.68,67.67,0.114,0.12,1,15,0.712,7.6,308.58,0,Emerging-shoppers,Second-purchase education sequence
C-00202,Victoria,retail-store,none,footwear,24,7,509.07,72.72,0.238,0.149,2,103,0.261,5.9,692.34,1,Lapsing-customers,Win-back offer with service recovery
C-00203,Tasmania,referral,none,accessories,13,5,334.68,66.94,0.324,0.125,0,18,0.542,8,418.35,0,Emerging-shoppers,Second-purchase education sequence
C-00204,Victoria,retail-store,bronze,camp,28,6,463.62,77.27,0.389,0.14,3,106,0.157,7.2,649.07,0,Lapsing-customers,Win-back offer with service recovery
C-00205,South Australia,organic,none,hydration,7,5,411.35,82.27,0.083,0.103,1,20,0.65,8.5,489.51,0,Emerging-shoppers,Second-purchase education sequence
C-00206,Tasmania,referral,silver,packs,20,13,1026.81,78.99,0.127,0.093,2,39,0.636,6.3,1355.39,0,Frequent-regulars,Free shipping threshold reminder
C-00207,Tasmania,retail-store,silver,footwear,37,20,3314.7,165.74,0,0.041,0,6,0.891,8.5,4938.9,1,VIP-loyalists,Early access and premium bundle
C-00208,Victoria,referral,silver,camp,32,10,873.09,87.31,0.17,0.1,2,30,0.528,6,1257.25,0,Frequent-regulars,Free shipping threshold reminder
C-00209,New South Wales,search,silver,packs,20,24,3387.06,141.13,0.113,0.118,1,18,0.601,8.9,4470.92,1,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00210,Tasmania,paid-social,none,footwear,20,5,326.94,65.39,0.301,0.119,2,169,0.181,5.7,431.56,1,Lapsing-customers,Win-back offer with service recovery
C-00211,Western Australia,retail-store,none,hydration,25,12,994.01,82.83,0.077,0.052,2,37,0.379,8,1361.79,0,Frequent-regulars,Free shipping threshold reminder
C-00212,Tasmania,search,bronze,recovery,12,3,125.67,41.89,0.158,0.114,1,23,0.672,7.1,155.83,0,Emerging-shoppers,Second-purchase education sequence
C-00213,Tasmania,retail-store,silver,hydration,8,7,566.01,80.86,0.233,0.136,3,99,0.192,6.2,679.21,1,Lapsing-customers,Win-back offer with service recovery
C-00214,Victoria,paid-social,silver,camp,36,10,1311.63,131.16,0.137,0.138,0,14,0.436,7.8,1941.21,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00215,South Australia,paid-social,silver,packs,29,6,535.57,89.26,0.328,0.176,3,90,0.198,5.1,755.15,1,Lapsing-customers,Win-back offer with service recovery
C-00216,Victoria,search,none,apparel,14,3,167.73,55.91,0.292,0.054,0,26,0.387,7.8,211.34,0,Emerging-shoppers,Second-purchase education sequence
C-00217,South Australia,search,none,hydration,22,16,1335.66,83.48,0.178,0.039,3,34,0.64,8.8,1789.78,1,Frequent-regulars,Free shipping threshold reminder
C-00218,Western Australia,search,silver,recovery,24,12,1093.77,91.15,0.263,0.106,0,27,0.554,6.9,1487.53,0,Frequent-regulars,Free shipping threshold reminder
C-00219,Queensland,retail-store,silver,camp,17,5,383.11,76.62,0.216,0.114,2,178,0.302,5.9,494.21,1,Lapsing-customers,Win-back offer with service recovery
C-00220,New South Wales,search,silver,hydration,27,6,493.92,82.32,0.377,0.186,4,181,0.103,5.5,686.55,1,Lapsing-customers,Win-back offer with service recovery
C-00221,Victoria,referral,none,packs,7,4,237.54,59.38,0.244,0.116,1,18,0.644,8.8,282.67,0,Emerging-shoppers,Second-purchase education sequence
C-00222,South Australia,paid-social,silver,packs,33,6,481.84,80.31,0.293,0.182,1,152,0.15,6.7,698.67,1,Lapsing-customers,Win-back offer with service recovery
C-00223,South Australia,search,silver,camp,13,12,926.62,77.22,0.165,0.114,0,19,0.523,7.3,1158.28,0,Frequent-regulars,Free shipping threshold reminder
C-00224,Queensland,search,silver,footwear,29,20,2843.18,142.16,0.061,0.041,0,20,0.72,9,4008.88,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00225,Western Australia,search,gold,jackets,26,18,2295.21,127.51,0.002,0.009,0,22,0.591,8.2,3167.39,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00226,Queensland,referral,bronze,footwear,32,6,438.72,73.12,0.335,0.113,4,129,0.325,3.9,631.76,1,Lapsing-customers,Win-back offer with service recovery
C-00227,Victoria,retail-store,gold,hydration,28,22,3985.91,181.18,0.031,0.025,2,10,0.793,9.7,5580.27,0,VIP-loyalists,Early access and premium bundle
C-00228,Tasmania,organic,silver,camp,26,6,488.43,81.41,0.314,0.24,4,124,0.278,5.9,674.03,0,Lapsing-customers,Win-back offer with service recovery
C-00229,Victoria,organic,none,recovery,11,4,189.51,47.38,0.289,0.072,0,22,0.563,7.1,233.1,0,Emerging-shoppers,Second-purchase education sequence
C-00230,Victoria,referral,none,footwear,21,6,452.58,75.43,0.31,0.217,3,113,0.112,6.2,601.93,1,Lapsing-customers,Win-back offer with service recovery
C-00231,Western Australia,search,bronze,hydration,10,5,328.28,65.66,0.302,0.096,0,21,0.623,7.6,400.5,0,Emerging-shoppers,Second-purchase education sequence
C-00232,New South Wales,search,none,jackets,23,17,1373.02,80.77,0.173,0.151,2,25,0.666,8.4,1853.58,0,Frequent-regulars,Free shipping threshold reminder
C-00233,New South Wales,retail-store,silver,camp,26,19,2388.6,125.72,0.102,0.014,0,15,0.545,9.3,3296.27,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00234,Queensland,organic,none,camp,12,3,240.27,80.09,0.267,0.082,1,27,0.672,9.5,297.93,0,Emerging-shoppers,Second-purchase education sequence
C-00235,Victoria,retail-store,silver,hydration,24,18,2288.23,127.12,0.152,0.16,2,19,0.939,8.8,3111.99,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00236,New South Wales,search,silver,camp,12,3,249.03,83.01,0.206,0.116,1,25,0.466,6.8,308.8,0,Emerging-shoppers,Second-purchase education sequence
C-00237,Queensland,search,silver,jackets,26,8,638.1,79.76,0.22,0.047,1,32,0.536,8,880.58,1,Frequent-regulars,Free shipping threshold reminder
C-00238,Victoria,referral,silver,footwear,2,2,168.89,84.44,0.188,0.105,2,26,0.714,8.4,192.53,0,Emerging-shoppers,Second-purchase education sequence
C-00239,Queensland,paid-social,none,packs,23,7,543.32,77.62,0.303,0.118,3,179,0.177,4.7,733.48,1,Lapsing-customers,Win-back offer with service recovery
C-00240,Queensland,organic,bronze,accessories,33,5,306.71,61.34,0.274,0.115,5,129,0.047,5.8,444.73,1,Lapsing-customers,Win-back offer with service recovery
C-00241,Tasmania,paid-social,gold,packs,44,35,5953.99,170.11,0.057,0.049,0,7,0.946,9,9288.22,0,VIP-loyalists,Early access and premium bundle
C-00242,Victoria,search,none,jackets,25,2,142.37,71.19,0.35,0.152,3,112,0.362,6.1,195.05,1,Lapsing-customers,Win-back offer with service recovery
C-00243,New South Wales,organic,none,recovery,25,8,607.41,75.93,0.276,0.141,1,91,0.152,6.1,832.15,0,Lapsing-customers,Win-back offer with service recovery
C-00244,Queensland,retail-store,none,hydration,19,3,185.43,61.81,0.291,0.166,5,167,0.049,6.8,242.91,1,Lapsing-customers,Win-back offer with service recovery
C-00245,New South Wales,organic,none,recovery,9,2,168.27,84.14,0.25,0.058,1,26,0.477,7.9,203.61,0,Emerging-shoppers,Second-purchase education sequence
C-00246,Western Australia,referral,none,packs,13,3,247.93,82.64,0.334,0.119,0,19,0.673,7.3,309.91,1,Emerging-shoppers,Second-purchase education sequence
C-00247,New South Wales,referral,none,packs,13,6,364.68,60.78,0.292,0.164,3,172,0.304,4.8,455.85,0,Lapsing-customers,Win-back offer with service recovery
C-00248,Queensland,retail-store,none,recovery,16,4,310.06,77.52,0.275,0.099,1,18,0.673,7.1,396.88,0,Emerging-shoppers,Second-purchase education sequence
C-00249,Western Australia,organic,none,hydration,18,4,316.4,79.1,0.273,0.232,1,160,0.256,6,411.32,1,Lapsing-customers,Win-back offer with service recovery
C-00250,Western Australia,retail-store,silver,hydration,23,27,3564.26,132.01,0.208,0.094,2,12,0.647,8.6,4811.75,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00251,Queensland,retail-store,gold,jackets,26,17,2470.12,145.3,0.086,0.037,1,17,0.592,7.4,3408.77,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00252,South Australia,retail-store,none,apparel,22,10,773.88,77.39,0.242,0.128,1,29,0.656,6.1,1037,0,Frequent-regulars,Free shipping threshold reminder
C-00253,Western Australia,search,bronze,accessories,23,6,503.83,83.97,0.278,0.157,1,101,0.191,5.3,680.17,1,Lapsing-customers,Win-back offer with service recovery
C-00254,Victoria,paid-social,silver,footwear,32,12,1611.58,134.3,0.159,0.056,0,20,0.788,7.3,2320.68,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00255,South Australia,retail-store,gold,jackets,26,28,4645.82,165.92,0.066,0.064,1,9,0.716,8.8,6411.23,0,VIP-loyalists,Early access and premium bundle
C-00256,Victoria,retail-store,silver,camp,24,14,1028.87,73.49,0.167,0.076,2,31,0.568,7.9,1399.26,0,Frequent-regulars,Free shipping threshold reminder
C-00257,South Australia,search,bronze,accessories,9,12,1004.34,83.7,0.122,0.054,2,26,0.685,7.1,1215.25,0,Frequent-regulars,Free shipping threshold reminder
C-00258,South Australia,search,silver,hydration,20,22,2948.07,134,0.123,0.069,1,19,0.756,8.7,3891.45,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00259,South Australia,retail-store,none,jackets,36,4,310.93,77.73,0.299,0.118,2,116,0.37,6,460.18,0,Lapsing-customers,Win-back offer with service recovery
C-00260,Victoria,search,silver,recovery,18,14,1032.89,73.78,0.165,0.088,2,24,0.421,6.9,1342.76,0,Frequent-regulars,Free shipping threshold reminder
C-00261,Queensland,referral,none,camp,31,5,409.33,81.87,0.187,0.155,2,105,0.236,4.4,585.34,0,Lapsing-customers,Win-back offer with service recovery
C-00262,Western Australia,organic,none,jackets,24,16,1376.3,86.02,0.036,0.05,2,31,0.713,7.2,1871.77,0,Frequent-regulars,Free shipping threshold reminder
C-00263,Western Australia,search,silver,camp,25,20,2560.61,128.03,0.068,0.037,0,19,0.735,7.6,3508.04,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00264,Tasmania,paid-social,none,packs,20,7,519.5,74.21,0.27,0.17,2,125,0.02,5.7,685.74,0,Lapsing-customers,Win-back offer with service recovery
C-00265,Victoria,retail-store,none,packs,6,6,464.87,77.48,0.199,0.109,0,23,0.592,9.2,548.55,0,Emerging-shoppers,Second-purchase education sequence
C-00266,Victoria,referral,none,hydration,29,6,446.85,74.47,0.365,0.154,4,161,0.37,4.1,630.06,1,Lapsing-customers,Win-back offer with service recovery
C-00267,Tasmania,referral,gold,jackets,36,29,4976.99,171.62,0.054,0.061,1,9,0.715,9.5,7365.95,1,VIP-loyalists,Early access and premium bundle
C-00268,South Australia,referral,none,packs,27,5,402.68,80.54,0.354,0.146,5,125,0.088,6.7,559.73,1,Lapsing-customers,Win-back offer with service recovery
C-00269,Victoria,search,gold,accessories,32,17,2056.11,120.95,0.155,0.11,1,17,0.693,9.7,2960.8,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00270,Queensland,paid-social,none,camp,19,4,283.81,70.95,0.335,0.106,1,20,0.652,6.8,371.79,0,Emerging-shoppers,Second-purchase education sequence
C-00271,New South Wales,organic,none,hydration,29,5,389.26,77.85,0.285,0.153,3,98,0.244,4.5,548.86,0,Lapsing-customers,Win-back offer with service recovery
C-00272,South Australia,paid-social,none,packs,38,9,743.72,82.64,0.262,0.219,2,117,0.178,5.6,1115.58,1,Lapsing-customers,Win-back offer with service recovery
C-00273,Queensland,paid-social,gold,camp,41,27,4875.75,180.58,0.049,0.044,1,7,0.655,8.6,7459.9,0,VIP-loyalists,Early access and premium bundle
C-00274,South Australia,retail-store,silver,hydration,25,13,1191.58,91.66,0.133,0.068,2,32,0.513,7.8,1632.46,0,Frequent-regulars,Free shipping threshold reminder
C-00275,South Australia,paid-social,gold,recovery,36,25,4496.47,179.86,0.056,0.057,0,7,0.968,8.3,6654.78,0,VIP-loyalists,Early access and premium bundle
C-00276,South Australia,retail-store,none,jackets,16,13,1243.02,95.62,0.2,0.062,1,38,0.619,6.2,1591.07,0,Frequent-regulars,Free shipping threshold reminder
C-00277,New South Wales,organic,none,jackets,24,15,1197.23,79.82,0.173,0.107,1,28,0.505,7.6,1628.23,0,Frequent-regulars,Free shipping threshold reminder
C-00278,South Australia,retail-store,bronze,hydration,22,15,1240.79,82.72,0.203,0.127,0,28,0.632,8.3,1662.66,0,Frequent-regulars,Free shipping threshold reminder
C-00279,Queensland,paid-social,bronze,recovery,21,9,819.42,91.05,0.111,0.095,2,29,0.629,8.5,1089.83,1,Frequent-regulars,Free shipping threshold reminder
C-00280,Western Australia,paid-social,gold,hydration,26,19,2537.93,133.58,0.086,0.002,2,26,0.64,8,3502.34,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00281,South Australia,retail-store,silver,packs,29,14,1051.06,75.08,0.206,0.025,2,26,0.667,8.4,1481.99,0,Frequent-regulars,Free shipping threshold reminder
C-00282,Victoria,organic,silver,accessories,23,19,2562.07,134.85,0.197,0.063,2,15,0.481,7.6,3458.79,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00283,South Australia,search,silver,apparel,23,11,950.91,86.45,0.245,0.08,2,26,0.714,6.1,1283.73,0,Frequent-regulars,Free shipping threshold reminder
C-00284,Queensland,organic,silver,apparel,4,5,321.53,64.31,0.249,0.089,2,19,0.626,6.1,372.97,1,Emerging-shoppers,Second-purchase education sequence
C-00285,Victoria,retail-store,gold,packs,32,27,4369.53,161.83,0.086,0.088,2,7,0.812,9.7,6292.12,0,VIP-loyalists,Early access and premium bundle
C-00286,South Australia,paid-social,bronze,camp,10,3,196.7,65.57,0.221,0.073,2,22,0.592,7.6,239.97,0,Emerging-shoppers,Second-purchase education sequence
C-00287,South Australia,referral,bronze,footwear,8,6,417.35,69.56,0.27,0.154,1,22,0.836,8,500.82,0,Emerging-shoppers,Second-purchase education sequence
C-00288,Western Australia,retail-store,silver,footwear,32,13,1011.84,77.83,0.202,0.146,0,33,0.481,6.2,1457.05,1,Frequent-regulars,Free shipping threshold reminder
C-00289,Western Australia,search,silver,hydration,23,21,2936.64,139.84,0.113,0.078,1,17,0.749,8.8,3964.46,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00290,Queensland,search,bronze,footwear,30,6,400.92,66.82,0.237,0.142,4,116,0.22,5.7,569.31,0,Lapsing-customers,Win-back offer with service recovery
C-00291,New South Wales,retail-store,none,apparel,21,11,904.28,82.21,0.176,0.024,1,31,0.606,8.8,1202.69,0,Frequent-regulars,Free shipping threshold reminder
C-00292,Victoria,organic,none,apparel,25,13,1176.26,90.48,0.162,0.073,0,36,0.481,6.9,1611.48,1,Frequent-regulars,Free shipping threshold reminder
